group,category,temperature_K,strain,energy_per_atom,mean_normal_stress,num_atoms
AIMD-NVT,Other,1518.0,,-5.2233227446875,8.255871453333333,64.0
AIMD-NVT,Other,1518.0,,-5.194331615,-0.2757288366666666,64.0
AIMD-NVT,Other,1518.0,,-5.21618720765625,11.258603653333333,64.0
AIMD-NVT,Other,1518.0,,-5.18135496765625,5.779757156666666,64.0
AIMD-NVT,Other,1518.0,,-5.24885949640625,6.2965943499999995,64.0
AIMD-NVT,Other,1518.0,,-5.155905444375,3.935846076666667,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38041542359375,-1.8542544666666665,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38056892421875,-1.1807339133333332,64.0
AIMD-NVT,Normal (300K),300.0,,-5.3892086478125,1.10807709,64.0
AIMD-NVT,Normal (300K),300.0,,-5.393737675625,0.7897187266666666,64.0
AIMD-NVT,Normal (300K),300.0,,-5.3785370803125,0.4795012233333333,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38807286640625,-0.26085535,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38348143015625,1.5521785833333333,64.0
AIMD-NVT,Normal (300K),300.0,,-5.3881932759375,1.7283645866666666,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38256770234375,1.4384294433333336,64.0
AIMD-NVT,Normal (300K),300.0,,-5.3832597975,1.5922566566666667,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38870559015625,0.25911678,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38235399578125,1.7766508433333332,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38541194171875,2.0733817366666667,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38326740375,1.3156579333333334,64.0
AIMD-NVT,Normal (300K),300.0,,-5.387480845,2.395787706666667,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38649713171875,1.31628204,64.0
AIMD-NVT,Normal (300K),300.0,,-5.38495973359375,0.57807866,64.0
AIMD-NVT,Normal (300K),300.0,,-5.3824655071875,1.8958230533333333,64.0
AIMD-NVT,Other,2530.0,,-4.69573617984375,-28.00065682,64.0
AIMD-NVT,Other,2530.0,,-4.65883190890625,-11.231634906666665,64.0
AIMD-NVT,Other,2530.0,,-4.63414808875,-7.669152023333333,64.0
AIMD-NVT,Other,2530.0,,-4.665753080625,-11.018641293333333,64.0
AIMD-NVT,Other,2530.0,,-4.6474446665625,-0.8317355833333338,64.0
AIMD-NVT,Other,2530.0,,-4.6789067721875,-16.830712809999998,64.0
AIMD-NVT,Other,2530.0,,-4.66017500359375,-7.167046563333334,64.0
AIMD-NVT,Other,2530.0,,-4.63756249046875,-9.225582416666667,64.0
AIMD-NVT,Other,2530.0,,-4.613510255625,-17.330194853333335,64.0
AIMD-NVT,Other,2530.0,,-4.64297315140625,-27.454754429999998,64.0
AIMD-NVT,Other,2530.0,,-4.6551364846875,-26.400101636666673,64.0
AIMD-NVT,Other,2530.0,,-4.67153335984375,-16.736903426666668,64.0
AIMD-NVT,Other,2530.0,,-4.638809995625,-18.19073206,64.0
AIMD-NVT,Other,2530.0,,-4.655945648125,-26.759639423333336,64.0
AIMD-NVT,Other,2530.0,,-4.64850231,-12.59992588,64.0
AIMD-NVT,Other,2530.0,,-4.60212972,-0.8216457566666667,64.0
AIMD-NVT,Other,2530.0,,-4.6515614575,-17.280643676666667,64.0
AIMD-NVT,Other,2530.0,,-4.610272030625,-4.943876153333333,64.0
AIMD-NVT,High Temp,3374.0,,-4.597171959375,-5.113826646666666,64.0
AIMD-NVT,High Temp,3374.0,,-4.6167291590625,-11.8680855,64.0
AIMD-NVT,High Temp,3374.0,,-4.57723748796875,-6.7981482533333315,64.0
AIMD-NVT,High Temp,3374.0,,-4.60861690453125,-3.7333234333333323,64.0
AIMD-NVT,High Temp,3374.0,,-4.59010186078125,2.1188974799999998,64.0
AIMD-NVT,High Temp,3374.0,,-4.645854758125,-13.016724206666666,64.0
AIMD-NVT,High Temp,3374.0,,-4.65613605078125,1.5833672866666666,64.0
AIMD-NVT,High Temp,3374.0,,-4.60989353921875,-3.5285837833333336,64.0
AIMD-NVT,High Temp,3374.0,,-4.6331200534375,-6.974783406666667,64.0
AIMD-NVT,High Temp,3374.0,,-4.5863579259375,15.326088216666667,64.0
AIMD-NVT,High Temp,3374.0,,-4.56655198359375,19.63186372,64.0
AIMD-NVT,High Temp,3374.0,,-4.6749242215625,-21.987448476666668,64.0
AIMD-NVT,High Temp,3374.0,,-4.60741365578125,8.706763816666665,64.0
AIMD-NVT,High Temp,3374.0,,-4.62561951875,-13.729525963333332,64.0
AIMD-NVT,High Temp,3374.0,,-4.5830540765625,-3.4570354566666666,64.0
AIMD-NVT,High Temp,3374.0,,-4.60265601328125,9.457098906666667,64.0
AIMD-NVT,High Temp,3374.0,,-4.62733753546875,-13.411778230000001,64.0
AIMD-NVT,High Temp,3374.0,,-4.62535176859375,0.7245364766666661,64.0
Elastic,Strained,,-0.1,-5.311903043125,118.30454171000001,64.0
Elastic,Strained,,-0.08,-5.35443898796875,89.75890856000001,64.0
Elastic,Strained,,-0.04,-5.408649265625,40.12783311333334,64.0
Elastic,Strained,,-0.02,-5.42134110703125,19.003274083333334,64.0
Elastic,Strained,,0.02,-5.42159105609375,-16.464008240000002,64.0
Elastic,Strained,,0.04,-5.41070922109375,-31.511901283333334,64.0
Elastic,Strained,,0.06,-5.39348201078125,-44.76100352666666,64.0
Elastic,Strained,,0.08,-5.3704894640625,-56.66319653,64.0
Elastic,Strained,,0.1,-5.34231547953125,-67.02082037,64.0
Elastic,Strained,,-0.1,-5.31190304359375,118.30427144999999,64.0
Elastic,Strained,,-0.08,-5.35443898828125,89.75870903666667,64.0
Elastic,Strained,,-0.04,-5.40864926515625,40.127785513333336,64.0
Elastic,Strained,,-0.02,-5.4213411071875,19.003273646666667,64.0
Elastic,Strained,,0.02,-5.4215910565625,-16.464147216666667,64.0
Elastic,Strained,,0.04,-5.41070922125,-31.511783769999997,64.0
Elastic,Strained,,0.06,-5.39348201,-44.760228616666666,64.0
Elastic,Strained,,0.08,-5.3704894640625,-56.66330606,64.0
Elastic,Strained,,0.1,-5.34231547859375,-67.02083540666668,64.0
Elastic,Strained,,-0.1,-5.311903043125,118.30443930000001,64.0
Elastic,Strained,,-0.08,-5.354438988125,89.75864700666666,64.0
Elastic,Strained,,-0.04,-5.40864926515625,40.12787669666667,64.0
Elastic,Strained,,-0.02,-5.4213411071875,19.00295348,64.0
Elastic,Strained,,0.02,-5.4215910553125,-16.46394786666667,64.0
Elastic,Strained,,0.04,-5.4107092209375,-31.511621016666666,64.0
Elastic,Strained,,0.06,-5.3934820109375,-44.76121094333333,64.0
Elastic,Strained,,0.08,-5.37048946453125,-56.663106879999994,64.0
Elastic,Strained,,0.1,-5.3423154803125,-67.02056473,64.0
Elastic,Strained,,-0.1,-5.15343467296875,56.22580962,64.0
Elastic,Strained,,-0.08,-5.2552747021875,35.86359913333333,64.0
Elastic,Strained,,-0.04,-5.38429879703125,8.966946633333334,64.0
Elastic,Strained,,-0.02,-5.41518961515625,2.4106715600000004,64.0
Elastic,Strained,,0.02,-5.41518961625,2.41061406,64.0
Elastic,Strained,,0.04,-5.38429879515625,8.96696377,64.0
Elastic,Strained,,0.06,-5.3315884009375,19.947220243333334,64.0
Elastic,Strained,,0.08,-5.255274701875,35.86369746666667,64.0
Elastic,Strained,,0.1,-5.1534346771875,56.22581564,64.0
Elastic,Strained,,-0.1,-5.15343467890625,56.22590079666666,64.0
Elastic,Strained,,-0.08,-5.25527470140625,35.86373221666667,64.0
Elastic,Strained,,-0.04,-5.38429879671875,8.966957443333333,64.0
Elastic,Strained,,-0.02,-5.415189615625,2.41065216,64.0
Elastic,Strained,,0.02,-5.41518961453125,2.4106388266666667,64.0
Elastic,Strained,,0.04,-5.38429879765625,8.9669667,64.0
Elastic,Strained,,0.06,-5.33158839671875,19.94722262333333,64.0
Elastic,Strained,,0.08,-5.25527470640625,35.86362412333333,64.0
Elastic,Strained,,0.1,-5.1534346775,56.22578000666667,64.0
Elastic,Strained,,-0.1,-5.15343467734375,56.22581001333333,64.0
Elastic,Strained,,-0.08,-5.25527470265625,35.8637416,64.0
Elastic,Strained,,-0.04,-5.38429879578125,8.9669023,64.0
Elastic,Strained,,-0.02,-5.41518961453125,2.4105926666666666,64.0
Elastic,Strained,,0.02,-5.41518961390625,2.410630363333333,64.0
Elastic,Strained,,0.04,-5.38429879703125,8.966943296666667,64.0
Elastic,Strained,,0.06,-5.33158839796875,19.947202283333333,64.0
Elastic,Strained,,0.08,-5.2552747015625,35.86364331666667,64.0
Elastic,Strained,,0.1,-5.15343467265625,56.22585427333333,64.0
Elastic,Other,,,-5.4253234771875,-0.04183608,64.0
